date,driving,walking,transit,region
2020-05-22,144.05,143.44,45.17,Manitoba
2020-05-23,120.37,123.45,45.34,Manitoba
2020-05-24,94.15,85.31,38.65,Manitoba
2020-05-25,124.49,140.2,47.56,Manitoba
2020-05-26,123.58,127.05,47.69,Manitoba
2020-05-27,132.41,137.97,48.18,Manitoba
2020-05-28,129.41,120.18,44.56,Manitoba
2020-05-29,144.26,144.63,48.52,Manitoba
2020-05-30,128.89,128.88,47.12,Manitoba
2020-05-31,109.97,109.39,45.51,Manitoba
2020-06-01,131.41,143.36,54.74,Manitoba
2020-06-02,133.08,140.05,56.67,Manitoba
2020-06-03,139.84,145.75,55.67,Manitoba
2020-06-04,142.44,152.05,52.39,Manitoba
2020-06-05,158.08,188.81,61.39,Manitoba
2020-06-06,130.83,130.65,49.2,Manitoba
2020-06-07,102.19,94.83,46.89,Manitoba
2020-06-08,129.82,137.45,56.67,Manitoba
2020-06-09,132.89,122.72,53.85,Manitoba
2020-06-10,140.16,145.21,60.1,Manitoba
2020-06-11,146.91,151.74,60.48,Manitoba
2020-06-12,169.51,166.08,58.26,Manitoba
2020-06-13,152.3,152.99,53.24,Manitoba
2020-06-14,123.57,117.55,49.96,Manitoba
2020-06-15,144.46,146.11,67.81,Manitoba
2020-06-16,145.75,148.32,58.37,Manitoba
2020-06-17,145.85,144.02,60.76,Manitoba
2020-06-18,151.55,142.32,61.14,Manitoba
2020-06-19,177.65,178.25,61.65,Manitoba
2020-06-20,148.75,145.91,50.15,Manitoba
2020-06-21,116.18,105.11,49.49,Manitoba
2020-06-22,149.45,160.56,61.58,Manitoba
2020-06-23,155.31,165.0,63.58,Manitoba
2020-06-24,163.32,167.57,65.31,Manitoba
2020-06-25,164.67,164.5,63.17,Manitoba
2020-06-26,191.93,195.55,67.49,Manitoba
2020-06-27,169.23,158.58,57.45,Manitoba
2020-06-28,139.77,116.05,52.94,Manitoba
2020-06-29,169.01,167.52,67.41,Manitoba
2020-06-30,179.02,179.55,64.08,Manitoba
2020-07-01,155.38,146.72,55.49,Manitoba
2020-07-02,174.19,172.95,67.43,Manitoba
2020-07-03,188.31,182.21,71.69,Manitoba
2020-07-04,147.7,139.19,58.92,Manitoba
2020-07-05,139.01,124.15,57.9,Manitoba
2020-07-06,169.78,188.22,71.43,Manitoba
2020-07-07,173.17,171.14,81.39,Manitoba
2020-07-08,179.65,177.12,73.27,Manitoba
2020-07-09,183.53,172.24,72.15,Manitoba
2020-07-10,199.98,203.24,73.38,Manitoba
2020-07-11,175.81,171.75,60.16,Manitoba
2020-07-12,149.61,125.99,55.29,Manitoba
2020-07-13,156.85,140.15,67.79,Manitoba
2020-07-14,176.92,178.71,76.41,Manitoba
2020-07-15,177.16,171.73,74.44,Manitoba
2020-07-16,184.59,177.03,72.49,Manitoba
2020-07-17,197.18,180.33,64.93,Manitoba
2020-07-18,174.89,163.14,59.81,Manitoba
2020-07-19,148.79,123.97,56.4,Manitoba
2020-07-20,170.78,170.19,75.31,Manitoba
2020-07-21,172.93,168.69,71.64,Manitoba
2020-07-22,177.38,176.02,71.88,Manitoba
2020-07-23,177.96,167.46,71.35,Manitoba
2020-07-24,191.94,179.74,70.23,Manitoba
2020-07-25,172.26,163.77,61.06,Manitoba
2020-07-26,150.67,118.99,53.94,Manitoba
2020-07-27,169.19,164.1,70.2,Manitoba
2020-07-28,176.72,169.72,72.0,Manitoba
2020-07-29,185.17,177.3,71.85,Manitoba
2020-07-30,188.38,178.63,74.21,Manitoba
2020-07-31,198.21,183.35,65.82,Manitoba
2020-08-01,168.86,158.12,55.48,Manitoba
2020-08-02,146.27,121.16,55.95,Manitoba
2020-08-03,145.56,120.02,62.37,Manitoba
2020-08-04,178.26,167.7,77.11,Manitoba
2020-08-05,190.26,179.13,77.09,Manitoba
2020-08-06,190.95,182.58,73.78,Manitoba
2020-08-07,207.98,184.54,73.25,Manitoba
2020-08-08,184.75,171.86,67.72,Manitoba
2020-08-09,148.25,120.13,60.82,Manitoba
2020-08-10,176.0,161.2,73.13,Manitoba
2020-08-11,178.16,169.56,72.34,Manitoba
2020-08-12,177.3,171.01,68.32,Manitoba
2020-08-13,172.23,149.78,66.35,Manitoba
2020-08-14,190.15,158.82,64.3,Manitoba
2020-08-15,171.7,158.56,63.6,Manitoba
2020-08-16,152.69,128.16,58.51,Manitoba
2020-08-17,167.22,158.45,73.36,Manitoba
2020-08-18,173.08,156.8,72.81,Manitoba
2020-08-19,174.28,165.81,74.12,Manitoba
2020-08-20,184.41,174.28,74.9,Manitoba
2020-08-21,196.57,178.7,71.58,Manitoba
2020-08-22,164.59,157.47,62.14,Manitoba
2020-08-23,140.35,122.51,61.54,Manitoba
2020-08-24,165.8,158.6,69.8,Manitoba
2020-08-25,166.97,172.15,72.6,Manitoba
2020-08-26,170.92,179.74,71.71,Manitoba
2020-08-27,175.48,180.7,74.93,Manitoba
2020-08-28,190.09,180.96,70.03,Manitoba
2020-08-29,163.36,165.56,61.01,Manitoba
2020-08-30,119.81,100.22,51.71,Manitoba
2020-08-31,159.93,156.56,75.29,Manitoba
2020-09-01,164.2,164.75,76.81,Manitoba
2020-09-02,164.66,160.64,71.71,Manitoba
2020-09-03,173.95,187.86,77.02,Manitoba
2020-09-04,193.7,195.99,77.79,Manitoba
2020-09-05,160.29,162.56,68.64,Manitoba
2020-09-06,127.44,119.46,59.91,Manitoba
2020-09-07,122.16,115.43,65.01,Manitoba
2020-09-08,155.29,169.34,88.86,Manitoba
2020-09-09,153.37,162.9,89.31,Manitoba
2020-09-10,160.18,165.21,80.2,Manitoba
2020-09-11,180.68,179.5,77.07,Manitoba
2020-09-12,164.28,176.79,68.93,Manitoba
2020-09-13,125.59,110.53,58.62,Manitoba
2020-09-14,143.78,140.99,80.85,Manitoba
2020-09-15,148.82,151.61,80.54,Manitoba
2020-09-16,151.49,155.95,82.19,Manitoba
2020-09-17,155.97,159.61,82.95,Manitoba
2020-09-18,178.02,186.71,82.15,Manitoba
2020-09-19,162.07,178.81,67.89,Manitoba
2020-09-20,123.68,115.7,63.98,Manitoba
2020-09-21,139.0,135.8,77.53,Manitoba
2020-09-22,143.71,159.06,80.73,Manitoba
2020-09-23,138.56,143.97,74.35,Manitoba
2020-09-24,144.22,148.5,72.64,Manitoba
2020-09-25,165.85,169.32,77.78,Manitoba
2020-09-26,149.6,153.12,67.15,Manitoba
2020-09-27,111.04,100.59,52.52,Manitoba
2020-09-28,126.78,125.43,67.58,Manitoba
2020-09-29,132.11,136.94,70.58,Manitoba
2020-09-30,130.88,129.52,70.03,Manitoba
2020-10-01,134.13,133.46,68.62,Manitoba
2020-10-02,150.72,149.65,68.13,Manitoba
2020-10-03,135.87,138.74,61.46,Manitoba
2020-10-04,104.48,92.74,50.87,Manitoba
2020-10-05,124.02,128.08,75.1,Manitoba
2020-10-06,126.8,131.98,69.57,Manitoba
2020-10-07,128.97,129.81,69.06,Manitoba
2020-10-08,134.56,131.45,69.4,Manitoba
2020-10-09,153.5,151.98,70.29,Manitoba
2020-10-10,123.63,119.34,60.74,Manitoba
2020-10-11,88.9,81.38,49.62,Manitoba
2020-10-12,85.69,82.97,55.15,Manitoba
2020-10-13,124.05,129.28,66.79,Manitoba
2020-10-14,121.83,119.6,62.68,Manitoba
2020-10-15,129.46,129.83,72.07,Manitoba
2020-10-16,144.29,131.58,68.08,Manitoba
2020-10-17,127.3,121.61,56.74,Manitoba
2020-10-18,92.16,78.86,53.09,Manitoba
2020-10-19,114.37,110.39,65.16,Manitoba
2020-10-20,121.03,110.45,67.66,Manitoba
2020-10-21,118.65,115.19,62.9,Manitoba
2020-10-22,123.57,118.72,63.32,Manitoba
2020-10-23,142.26,130.2,63.55,Manitoba
2020-10-24,121.85,113.81,57.94,Manitoba
2020-10-25,90.22,78.31,48.69,Manitoba
2020-10-26,111.11,112.07,63.85,Manitoba
2020-10-27,112.22,108.49,65.59,Manitoba
2020-10-28,113.65,112.38,62.24,Manitoba
2020-10-29,119.42,110.58,62.22,Manitoba
2020-10-30,130.45,124.16,57.56,Manitoba
2020-10-31,99.6,102.05,49.87,Manitoba
2020-11-01,77.19,81.23,48.2,Manitoba
2020-11-02,99.44,112.63,57.05,Manitoba
2020-11-03,103.4,118.48,58.73,Manitoba
2020-11-04,101.02,114.21,55.13,Manitoba
2020-01-13,100.0,100.0,100.0,Nova Scotia
2020-01-14,103.05,106.01,105.35,Nova Scotia
2020-01-15,107.57,108.02,97.39,Nova Scotia
2020-01-16,93.3,97.78,102.05,Nova Scotia
2020-01-17,113.21,109.71,118.78,Nova Scotia
2020-01-18,124.91,129.62,110.13,Nova Scotia
2020-01-19,62.17,65.45,70.41,Nova Scotia
2020-01-20,98.38,99.8,98.79,Nova Scotia
2020-01-21,102.42,103.35,102.77,Nova Scotia
2020-01-22,106.71,111.58,93.81,Nova Scotia
2020-01-23,112.16,114.87,102.77,Nova Scotia
2020-01-24,127.9,139.97,121.87,Nova Scotia
2020-01-25,131.74,150.75,103.7,Nova Scotia
2020-01-26,90.64,78.48,77.56,Nova Scotia
2020-01-27,96.93,109.35,94.49,Nova Scotia
2020-01-28,102.03,115.36,89.99,Nova Scotia
2020-01-29,102.91,114.9,95.58,Nova Scotia
2020-01-30,107.97,114.16,108.16,Nova Scotia
2020-01-31,131.12,153.18,109.37,Nova Scotia
2020-02-01,117.47,138.59,85.24,Nova Scotia
2020-02-02,84.58,81.06,78.21,Nova Scotia
2020-02-03,93.84,92.92,94.17,Nova Scotia
2020-02-04,101.0,111.42,93.49,Nova Scotia
2020-02-05,105.61,110.63,95.66,Nova Scotia
2020-02-06,92.84,94.35,105.11,Nova Scotia
2020-02-07,93.57,106.72,101.33,Nova Scotia
2020-02-08,127.85,135.88,99.6,Nova Scotia
2020-02-09,100.6,88.96,80.74,Nova Scotia
2020-02-10,100.67,90.93,97.23,Nova Scotia
2020-02-11,102.83,97.78,104.02,Nova Scotia
2020-02-12,92.75,94.38,94.85,Nova Scotia
2020-02-13,90.07,91.08,100.2,Nova Scotia
2020-02-14,141.8,148.22,106.11,Nova Scotia
2020-02-15,135.3,150.63,93.0,Nova Scotia
2020-02-16,108.83,107.21,80.42,Nova Scotia
2020-02-17,92.99,88.09,71.69,Nova Scotia
2020-02-18,111.78,109.76,98.27,Nova Scotia
2020-02-19,110.02,112.52,98.83,Nova Scotia
2020-02-20,116.59,114.85,90.99,Nova Scotia
2020-02-21,131.85,132.97,96.26,Nova Scotia
2020-02-22,136.27,142.63,89.34,Nova Scotia
2020-02-23,106.8,94.99,75.83,Nova Scotia
2020-02-24,104.16,104.88,95.66,Nova Scotia
2020-02-25,103.6,109.38,93.24,Nova Scotia
2020-02-26,110.17,114.52,93.24,Nova Scotia
2020-02-27,98.72,101.53,94.53,Nova Scotia
2020-02-28,135.22,151.24,124.33,Nova Scotia
2020-02-29,145.88,170.64,106.63,Nova Scotia
2020-03-01,99.99,95.55,82.83,Nova Scotia
2020-03-02,108.62,112.93,100.08,Nova Scotia
2020-03-03,111.56,121.11,103.02,Nova Scotia
2020-03-04,113.67,115.82,94.41,Nova Scotia
2020-03-05,118.9,129.06,107.68,Nova Scotia
2020-03-06,141.48,155.97,109.53,Nova Scotia
2020-03-07,115.24,132.56,90.15,Nova Scotia
2020-03-08,105.4,94.51,84.12,Nova Scotia
2020-03-09,98.97,97.52,94.09,Nova Scotia
2020-03-10,105.29,107.79,101.57,Nova Scotia
2020-03-11,106.21,105.95,102.33,Nova Scotia
2020-03-12,106.44,118.35,100.97,Nova Scotia
2020-03-13,112.6,124.33,90.43,Nova Scotia
2020-03-14,111.2,144.93,93.97,Nova Scotia
2020-03-15,87.85,80.14,60.96,Nova Scotia
2020-03-16,85.79,78.25,58.95,Nova Scotia
2020-03-17,81.48,71.66,50.22,Nova Scotia
2020-03-18,78.25,75.13,45.8,Nova Scotia
2020-03-19,75.69,66.32,41.42,Nova Scotia
2020-03-20,70.9,57.09,30.4,Nova Scotia
2020-03-21,79.01,62.51,29.43,Nova Scotia
2020-03-22,50.9,40.53,23.12,Nova Scotia
2020-03-23,52.68,47.15,25.89,Nova Scotia
2020-03-24,39.61,35.27,20.06,Nova Scotia
2020-03-25,56.71,53.51,25.73,Nova Scotia
2020-03-26,43.83,40.48,23.08,Nova Scotia
2020-03-27,54.72,45.95,21.83,Nova Scotia
2020-03-28,57.5,59.16,18.7,Nova Scotia
2020-03-29,46.52,52.57,19.06,Nova Scotia
2020-03-30,51.89,46.84,22.68,Nova Scotia
2020-03-31,50.05,43.39,26.26,Nova Scotia
2020-04-01,50.0,46.41,24.81,Nova Scotia
2020-04-02,48.2,38.9,19.18,Nova Scotia
2020-04-03,58.43,48.56,17.57,Nova Scotia
2020-04-04,51.5,45.46,16.49,Nova Scotia
2020-04-05,44.59,41.55,18.86,Nova Scotia
2020-04-06,52.73,53.62,24.73,Nova Scotia
2020-04-07,53.47,48.3,23.64,Nova Scotia
2020-04-08,57.46,53.62,19.42,Nova Scotia
2020-04-09,64.54,57.4,22.07,Nova Scotia
2020-04-10,42.75,36.7,17.25,Nova Scotia
2020-04-11,52.18,47.1,15.88,Nova Scotia
2020-04-12,36.67,37.54,14.52,Nova Scotia
2020-04-13,48.95,46.23,18.38,Nova Scotia
2020-04-14,61.4,60.01,19.22,Nova Scotia
2020-04-15,59.9,46.54,20.18,Nova Scotia
2020-04-16,64.77,62.05,19.1,Nova Scotia
2020-04-17,66.66,59.06,19.26,Nova Scotia
2020-04-18,58.86,47.2,18.17,Nova Scotia
2020-04-19,89.56,43.65,20.55,Nova Scotia
2020-04-20,76.92,58.75,20.1,Nova Scotia
2020-04-21,72.69,61.16,20.75,Nova Scotia
2020-04-22,69.83,52.24,20.55,Nova Scotia
2020-04-23,71.57,58.5,21.03,Nova Scotia
2020-04-24,87.7,57.09,22.4,Nova Scotia
2020-04-25,68.91,59.21,18.78,Nova Scotia
2020-04-26,56.19,49.07,20.91,Nova Scotia
2020-04-27,61.0,42.73,19.94,Nova Scotia
2020-04-28,56.85,44.82,18.54,Nova Scotia
2020-04-29,75.3,63.71,20.75,Nova Scotia
2020-04-30,79.34,68.54,25.49,Nova Scotia
2020-05-01,84.59,66.65,21.03,Nova Scotia
2020-05-02,71.21,57.07,22.32,Nova Scotia
2020-05-03,69.57,67.14,29.27,Nova Scotia
2020-05-04,72.12,60.85,25.98,Nova Scotia
2020-05-05,80.76,66.39,24.65,Nova Scotia
2020-05-06,90.65,78.51,25.37,Nova Scotia
2020-05-07,78.41,62.69,25.09,Nova Scotia
2020-05-08,97.62,75.36,25.65,Nova Scotia
2020-05-09,76.49,56.96,25.53,Nova Scotia
2020-05-10,66.43,49.65,26.98,Nova Scotia
2020-05-13,91.58,76.28,26.14,Nova Scotia
2020-05-14,99.19,82.52,26.66,Nova Scotia
2020-05-15,104.32,89.27,29.23,Nova Scotia
2020-05-16,86.44,62.02,29.03,Nova Scotia
2020-05-17,99.58,75.98,26.74,Nova Scotia
2020-05-18,93.05,72.71,30.28,Nova Scotia
2020-05-19,105.08,91.77,29.15,Nova Scotia
2020-05-20,113.76,98.29,33.86,Nova Scotia
2020-05-21,117.23,96.52,36.63,Nova Scotia
2020-05-22,135.61,108.25,31.68,Nova Scotia
2020-05-23,119.76,91.82,29.47,Nova Scotia
2020-05-24,105.23,76.51,30.96,Nova Scotia
2020-05-25,111.86,98.65,35.71,Nova Scotia
2020-05-26,110.61,93.43,32.09,Nova Scotia
2020-05-27,119.58,94.28,32.89,Nova Scotia
2020-05-28,128.32,101.43,33.13,Nova Scotia
2020-05-29,124.79,104.04,33.05,Nova Scotia
2020-05-30,101.1,73.42,28.51,Nova Scotia
2020-05-31,93.0,76.34,34.1,Nova Scotia
2020-06-01,113.44,109.35,32.69,Nova Scotia
2020-06-02,110.78,92.13,31.56,Nova Scotia
2020-06-03,103.63,85.28,32.29,Nova Scotia
2020-06-04,124.5,112.5,40.49,Nova Scotia
2020-06-05,136.74,138.49,52.19,Nova Scotia
2020-06-06,108.64,95.27,38.4,Nova Scotia
2020-06-07,98.31,70.56,36.07,Nova Scotia
2020-06-08,119.96,105.29,47.93,Nova Scotia
2020-06-09,126.09,115.64,48.53,Nova Scotia
2020-06-10,129.03,117.58,47.45,Nova Scotia
2020-06-11,128.47,109.94,47.89,Nova Scotia
2020-06-12,137.6,124.33,44.99,Nova Scotia
2020-06-13,139.99,126.68,41.13,Nova Scotia
2020-06-14,111.37,91.18,45.88,Nova Scotia
2020-06-15,130.64,125.61,54.97,Nova Scotia
2020-06-16,147.14,129.62,52.87,Nova Scotia
2020-06-17,147.16,130.31,58.99,Nova Scotia
2020-06-18,157.49,136.24,54.2,Nova Scotia
2020-06-19,176.03,148.04,60.6,Nova Scotia
2020-06-20,166.11,131.92,51.99,Nova Scotia
2020-06-21,116.57,82.21,44.87,Nova Scotia
2020-06-22,137.23,126.96,60.19,Nova Scotia
2020-06-23,146.6,126.48,58.67,Nova Scotia
2020-06-24,151.27,134.63,63.13,Nova Scotia
2020-06-25,154.33,135.09,61.36,Nova Scotia
2020-06-26,175.49,152.82,60.51,Nova Scotia
2020-06-27,169.32,151.96,61.64,Nova Scotia
2020-06-28,121.99,92.44,46.92,Nova Scotia
2020-06-29,148.84,130.28,59.75,Nova Scotia
2020-06-30,168.02,150.96,62.04,Nova Scotia
2020-07-01,144.72,149.48,63.61,Nova Scotia
2020-07-02,171.7,145.82,59.51,Nova Scotia
2020-07-03,207.13,169.77,71.49,Nova Scotia
2020-07-04,179.12,153.0,65.02,Nova Scotia
2020-07-05,150.82,106.75,53.56,Nova Scotia
2020-07-06,149.45,132.3,62.0,Nova Scotia
2020-07-07,165.47,149.81,74.71,Nova Scotia
2020-07-08,166.47,138.36,57.94,Nova Scotia
2020-07-09,172.71,154.66,60.03,Nova Scotia
2020-07-10,210.47,174.29,70.77,Nova Scotia
2020-07-11,173.76,150.09,56.09,Nova Scotia
2020-07-12,154.33,100.28,55.89,Nova Scotia
2020-07-13,174.34,146.03,70.85,Nova Scotia
2020-07-14,155.43,135.52,62.65,Nova Scotia
2020-07-15,162.77,144.08,61.88,Nova Scotia
2020-07-16,179.14,160.31,68.11,Nova Scotia
2020-07-17,204.0,184.08,67.11,Nova Scotia
2020-07-18,199.59,180.22,65.66,Nova Scotia
2020-07-19,186.74,126.22,57.58,Nova Scotia
2020-07-20,180.03,158.29,64.94,Nova Scotia
2020-07-21,192.08,167.37,69.2,Nova Scotia
2020-07-22,185.48,156.58,66.47,Nova Scotia
2020-07-23,170.25,150.24,60.23,Nova Scotia
2020-07-24,209.31,189.24,71.81,Nova Scotia
2020-07-25,214.01,180.91,66.87,Nova Scotia
2020-07-26,167.72,124.89,53.48,Nova Scotia
2020-07-27,174.37,162.02,64.94,Nova Scotia
2020-07-28,191.06,157.99,68.19,Nova Scotia
2020-07-29,191.6,165.27,68.96,Nova Scotia
2020-07-30,196.73,163.38,63.73,Nova Scotia
2020-07-31,218.84,189.14,64.13,Nova Scotia
2020-08-01,217.86,174.19,60.11,Nova Scotia
2020-08-02,200.71,135.68,54.04,Nova Scotia
2020-08-03,178.84,125.25,52.79,Nova Scotia
2020-08-04,197.89,183.87,69.6,Nova Scotia
2020-08-05,193.67,169.69,69.48,Nova Scotia
2020-08-06,205.69,157.86,69.48,Nova Scotia
2020-08-07,231.86,204.57,65.66,Nova Scotia
2020-08-08,219.27,189.39,60.96,Nova Scotia
2020-08-09,207.38,137.77,64.58,Nova Scotia
2020-08-10,197.47,161.77,64.7,Nova Scotia
2020-08-11,188.55,170.33,62.61,Nova Scotia
2020-08-12,191.45,172.94,65.5,Nova Scotia
2020-08-13,203.02,177.72,66.3,Nova Scotia
2020-08-14,232.11,197.5,68.28,Nova Scotia
2020-08-15,209.01,193.87,60.31,Nova Scotia
2020-08-16,193.42,143.27,47.85,Nova Scotia
2020-08-17,175.87,155.38,67.03,Nova Scotia
2020-08-18,187.14,185.18,65.58,Nova Scotia
2020-08-19,200.36,181.14,64.05,Nova Scotia
2020-08-20,209.77,183.7,61.68,Nova Scotia
2020-08-21,230.19,205.67,68.52,Nova Scotia
2020-08-22,223.39,214.13,62.4,Nova Scotia
2020-08-23,198.78,153.64,55.45,Nova Scotia
2020-08-24,195.02,183.01,64.5,Nova Scotia
2020-08-25,181.09,168.49,64.37,Nova Scotia
2020-08-26,194.99,178.99,61.28,Nova Scotia
2020-08-27,202.58,199.64,78.65,Nova Scotia
2020-08-28,225.89,224.18,65.06,Nova Scotia
2020-08-29,195.95,198.47,56.49,Nova Scotia
2020-08-30,162.76,153.77,61.64,Nova Scotia
2020-08-31,182.71,192.15,66.79,Nova Scotia
2020-09-01,196.11,207.9,84.04,Nova Scotia
2020-09-02,198.84,199.21,79.45,Nova Scotia
2020-09-03,189.03,204.5,83.55,Nova Scotia
2020-09-04,229.39,265.24,97.95,Nova Scotia
2020-09-05,235.48,267.01,76.88,Nova Scotia
2020-09-06,205.61,228.93,78.77,Nova Scotia
2020-09-07,170.86,159.62,61.48,Nova Scotia
2020-09-08,173.63,224.43,87.45,Nova Scotia
2020-09-09,171.89,203.96,79.29,Nova Scotia
2020-09-10,174.7,211.01,87.21,Nova Scotia
2020-09-11,203.06,248.73,94.41,Nova Scotia
2020-09-12,207.04,254.82,86.09,Nova Scotia
2020-09-13,160.3,154.43,73.3,Nova Scotia
2020-09-14,155.72,188.73,81.02,Nova Scotia
2020-09-15,165.96,191.34,79.98,Nova Scotia
2020-09-16,170.0,184.44,82.75,Nova Scotia
2020-09-17,168.51,198.06,80.3,Nova Scotia
2020-09-18,198.85,239.48,95.34,Nova Scotia
2020-09-19,214.8,266.88,96.7,Nova Scotia
2020-09-20,157.42,165.81,81.79,Nova Scotia
2020-09-21,150.58,182.6,84.84,Nova Scotia
2020-09-22,97.8,116.33,52.27,Nova Scotia
2020-09-23,107.72,125.79,63.69,Nova Scotia
2020-09-24,168.14,201.05,83.68,Nova Scotia
2020-09-25,203.21,266.96,96.26,Nova Scotia
2020-09-26,216.02,269.08,88.9,Nova Scotia
2020-09-27,160.61,154.05,70.69,Nova Scotia
2020-09-28,151.81,171.43,77.52,Nova Scotia
2020-09-29,154.6,187.76,79.25,Nova Scotia
2020-09-30,141.57,166.22,77.4,Nova Scotia
2020-10-01,157.46,192.26,83.39,Nova Scotia
2020-10-02,184.42,231.92,96.66,Nova Scotia
2020-10-03,195.68,244.62,85.32,Nova Scotia
2020-10-04,157.23,150.96,70.37,Nova Scotia
2020-10-05,136.64,143.39,72.22,Nova Scotia
2020-10-06,143.71,169.97,80.9,Nova Scotia
2020-10-07,143.84,164.4,75.07,Nova Scotia
2020-10-08,148.81,165.35,80.26,Nova Scotia
2020-10-09,186.24,196.81,76.08,Nova Scotia
2020-10-10,175.38,177.54,83.63,Nova Scotia
2020-10-11,121.54,127.11,59.19,Nova Scotia
2020-10-12,126.72,111.93,58.3,Nova Scotia
2020-10-13,142.23,150.78,76.24,Nova Scotia
2020-10-14,130.43,141.07,73.58,Nova Scotia
2020-10-15,156.04,180.04,85.56,Nova Scotia
2020-10-16,184.45,216.99,85.61,Nova Scotia
2020-10-17,168.61,205.42,79.57,Nova Scotia
2020-10-18,151.1,139.36,73.42,Nova Scotia
2020-10-19,132.77,145.21,73.18,Nova Scotia
2020-10-20,135.82,149.27,76.76,Nova Scotia
2020-10-21,134.55,140.91,75.55,Nova Scotia
2020-10-22,148.84,176.05,74.27,Nova Scotia
2020-10-23,183.1,218.17,88.46,Nova Scotia
2020-10-24,178.24,225.43,82.43,Nova Scotia
2020-10-25,134.67,141.68,63.17,Nova Scotia
2020-10-26,130.54,161.36,74.87,Nova Scotia
2020-10-27,134.06,142.32,78.93,Nova Scotia
2020-10-28,137.51,154.31,84.88,Nova Scotia
2020-10-29,146.3,168.62,76.56,Nova Scotia
2020-10-30,164.41,198.19,82.51,Nova Scotia
2020-10-31,147.25,235.88,78.93,Nova Scotia
2020-11-01,111.42,120.96,58.95,Nova Scotia
2020-11-02,118.12,129.77,69.64,Nova Scotia
2020-11-03,141.82,151.04,102.9,Nova Scotia
2020-11-04,121.99,143.01,76.68,Nova Scotia
